Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,Functions,Error,Error-Type-New
W_I_F_XAW_ML_4,XAW_ML,W,L2,ML,FR,[GLCLC text removed],陌生,MS,Error,Omission
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],难,EVAL,Error,Non-dui-construction
W_I_F_WML_KR_3,WML_KR,W,L2,KR,KR,[GLCLC text removed],难,EVAL,Error,Non-dui-construction
W_I_M_MLIK_TJ,MLIK_TJ,W,L2,TJ,Other,[GLCLC text removed],难,EVAL,Error,Word-Order
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
W_I_F_HZJ_KR_2,HZJ_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_F_RXBHZ_JP,RXBHZ_JP,W,L2,JP,JP,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
W_I_F_SZXY_KR,SZXY_KR,W,L2,KR,KR,[GLCLC text removed],难忘,EVAL,Error,Omission
W_I_M_SGY_KR_3,SGY_KR,W,L2,KR,KR,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
W_I_F_JA_KR_5,JA_KR,W,L2,KR,KR,[GLCLC text removed],顽皮,EVAL,Error,Non-dui-construction
W_I_F_LHYI_VN_12,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],骂,DA,Error,Collocation
W_I_M_HYH_KR_1,HYH_KR,W,L2,KR,KR,[GLCLC text removed],骗,DISP,Error,Collocation
S_I_F_NS_ML_1,NS_ML,S,L2,ML,FR,[GLCLC text removed],高兴,MS,Error,Non-dui-construction
S_I_M_ALFD_GN_3,ALFD_GN,S,L2,GN,EN,[GLCLC text removed],高兴,MS,Error,Non-dui-construction
W_I_F_LZYO_KR,LZYO_KR,W,L2,KR,KR,[GLCLC text removed],鼓起,EVAL,Error,Collocation
S_I_M_DYSR_JP+I_,DYSR_JP+I_,S,L2,JP,JP,[GLCLC text removed],*,ABT,Error,Non-dui-construction
S_I_M_MALK_TJ,MALK_TJ,S,L2,TJ,Other,[GLCLC text removed],*,ABT,Error,Non-dui-construction
W_I_F_YZX_KR_1,YZX_KR,W,L2,KR,KR,[GLCLC text removed],帮,DISP,Error,Uncodable
W_I_F_SXX_KR_2,SXX_KR,W,L2,KR,KR,[GLCLC text removed],发生,EVAL,Error,Non-dui-construction
W_I_F_YY_TH_3,YY_TH,W,L2,TH,TH,[GLCLC text removed],幸福,MS,Error,Non-dui-construction
W_I_F_YY_TH_3,YY_TH,W,L2,TH,TH,[GLCLC text removed],讨厌,MS,Error,Omission
W_I_F_BYL_BR_3,BYL_BR,W,L2,BR,PT,[GLCLC text removed],不如,EVAL,Error,Non-dui-construction
W_I_F_SCYS_JP_2,SCYS_JP,W,L2,JP,JP,[GLCLC text removed],好用,EVAL,Error,Non-dui-construction
W_I_F_PRL_KR_4,PRL_KR,W,L2,KR,KR,[GLCLC text removed],扔,DA,Error,Collocation
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
W_I_F_QBYZ_JP_6,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],难忘,EVAL,Error,Omission
W_I_M_ZCYT_JP_1,ZCYT_JP,W,L2,JP,JP,[GLCLC text removed],带来,EVAL,Error,Collocation
W_I_F_LXJ_KR_2,LXJ_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_M_LTT_KR,LTT_KR,W,L2,KR,KR,[GLCLC text removed],吃,SI,Error,Non-dui-construction
S_I_M_CL_GN,CL_GN,S,L2,GN,EN,[GLCLC text removed],想,EVAL,Error,Non-dui-construction
W_I_F_WAL_EE_4,WAL_EE,W,L2,EE,Other,[GLCLC text removed],感觉,MS,Error,Collocation
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
W_I_M_YCHI_VN,YCHI_VN,W,L2,VN,VN,[GLCLC text removed],不错,EVAL,Error,Non-dui-construction
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],健康,EVAL,Error,Collocation
W_I_M_LDYI_KR_4,LDYI_KR,W,L2,KR,KR,[GLCLC text removed],兴奋,MS,Error,Collocation
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],有,EVAL,Error,Non-dui-construction
S_I_M_AMT_TJ,AMT_TJ,S,L2,TJ,Other,[GLCLC text removed],友好,DISP,Error,Collocation
W_I_F_YYQH_JP_1,YYQH_JP,W,L2,JP,JP,[GLCLC text removed],应该,EVAL,Error,Collocation
W_I_F_CXYA_KR_1,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],变,EVAL,Error,Non-dui-construction
W_I_F_WLLY_RU_3,WLLY_RU,W,L2,RU,RU,[GLCLC text removed],好,EVAL,Error,Non-dui-construction
W_I_F_SF_RU_1,SF_RU,W,L2,RU,RU,[GLCLC text removed],好,EVAL,Error,Word-Order
W_I_F_JA_KR_4,JA_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_M_HSE_PK_6,HSE_PK,W,L2,PK,Other,[GLCLC text removed],好,DISP,Error,Non-dui-construction
W_I_F_BYL_BR_3,BYL_BR,W,L2,BR,PT,[GLCLC text removed],好,EVAL,Error,Collocation
W_I_F_LXHU_KR_6,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_M_SGY_KR_3,SGY_KR,W,L2,KR,KR,[GLCLC text removed],建议,DA,Error,Collocation
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],放开,ABT,Error,Non-dui-construction
W_I_F_LXHU_KR_2,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
S_I_M_HAS_CU_1,HAS_CU,S,L2,CU,ES,[GLCLC text removed],有,MS,Error,Insertion
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],有,MS,Error,Insertion
S_I_F_YYQ_CH,YYQ_CH,S,L2,CH,Other,[GLCLC text removed],感,MS,Error,Collocation
W_I_F_SJNS_JP,SJNS_JP,W,L2,JP,JP,[GLCLC text removed],有,MS,Error,Insertion
W_I_M_ZYK_VE,ZYK_VE,W,L2,VE,ES,[GLCLC text removed],感,MS,Error,Non-dui-construction
W_I_F_JDR_KR_1,JDR_KR,W,L2,KR,KR,[GLCLC text removed],感到,MS,Error,Insertion
W_I_F_QY_TH_2,QY_TH,W,L2,TH,TH,[GLCLC text removed],感,MS,Error,Insertion
W_I_M_HSE_PK_1,HSE_PK,W,L2,PK,Other,[GLCLC text removed],感,MS,Error,Collocation
W_I_F_LWL_ID_12,LWL_ID,W,L2,ID,Other,[GLCLC text removed],滋长,MS,Error,Insertion
W_I_F_JJL_KR_2,JJL_KR,W,L2,KR,KR,[GLCLC text removed],感,MS,Error,Collocation
W_I_F_ZYY_VE_9,ZYY_VE,W,L2,VE,ES,[GLCLC text removed],感,MS,Error,Collocation
W_I_F_QBYZ_JP_11,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],感,MS,Error,Non-dui-construction
W_I_F_LCL_KR_1,LCL_KR,W,L2,KR,KR,[GLCLC text removed],投,SI,Error,Collocation
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],可靠,EVAL,Error,Non-dui-construction
S_I_M_LBO_SE,LBO_SE,S,L2,SE,Other,[GLCLC text removed],有,MS,Error,Non-dui-construction
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],有,EVAL,Error,Uncodable
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],有,EVAL,Error,Uncodable
W_I_F_LXHU_KR_2,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],有,MS,Error,Collocation
W_I_F_YTJ_JP,YTJ_JP,W,L2,JP,JP,[GLCLC text removed],有,SI,Error,Collocation
W_I_F_LMY_TH_1,LMY_TH,W,L2,TH,TH,[GLCLC text removed],有,EVAL,Error,Non-dui-construction
W_I_M_ABL_UZ_3,ABL_UZ,W,L2,UZ,TK,[GLCLC text removed],有,DA,Error,Word-Order
W_I_F_DFH_TH_3,DFH_TH,W,L2,TH,TH,[GLCLC text removed],有,EVAL,Error,Non-dui-construction
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],有意思,EVAL,Error,Non-dui-construction
W_I_M_SUZY_KR,SUZY_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_M_MLIK_TJ,MLIK_TJ,W,L2,TJ,Other,[GLCLC text removed],有意思,EVAL,Error,Non-dui-construction
S_I_F_AMEI_MU_3,AMEI_MU,S,L2,MU,Other,[GLCLC text removed],有,EVAL,Error,Collocation
S_I_M_LC_TH_3,LC_TH,S,L2,TH,TH,[GLCLC text removed],有用,EVAL,Error,Insertion
W_I_M_PZH_KR,PZH_KR,W,L2,KR,KR,[GLCLC text removed],有,DA,Error,Uncodable
W_I_F_PMG_KR_2,PMG_KR,W,L2,KR,KR,[GLCLC text removed],有,EVAL,Error,Non-dui-construction
W_I_F_NLSA_KG_3,NLSA_KG,W,L2,KG,TK,[GLCLC text removed],热衷,MS,Error,Collocation
W_I_M_WJS_MU,WJS_MU,W,L2,MU,Other,[GLCLC text removed],熟悉,EVAL,Error,Non-dui-construction
W_I_M_LMA_PT_2,LMA_PT,W,L2,PT,PT,[GLCLC text removed],熟悉,EVAL,Error,Non-dui-construction
W_I_F_YSLI_PE_3,YSLI_PE,W,L2,PE,ES,[GLCLC text removed],答谢,DA,Error,Collocation
W_I_F_YR_ES_8,YR_ES,W,L2,ES,ES,[GLCLC text removed],给力,DISP,Error,Collocation
W_I_F_HHC_KR_2,HHC_KR,W,L2,KR,KR,[GLCLC text removed],舒服,EVAL,Error,Collocation
W_I_F_HHC_KR_3,HHC_KR,W,L2,KR,KR,[GLCLC text removed],表明,DA,Error,Collocation
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
W_I_F_ZSYI_TH_3,ZSYI_TH,W,L2,TH,TH,[GLCLC text removed],觉得,MS,Error,Non-dui-construction
S_I_M_LCY_TH,LCY_TH,S,L2,TH,TH,[GLCLC text removed],认为,MS,Error,Non-dui-construction
S_I_F_ZRY_KR,ZRY_KR,S,L2,KR,KR,[GLCLC text removed],认识,MS,Error,Collocation
W_I_F_JEL_KR_1,JEL_KR,W,L2,KR,KR,[GLCLC text removed],适合,EVAL,Error,Collocation
W_I_M_ZCYT_JP_1,ZCYT_JP,W,L2,JP,JP,[GLCLC text removed],适合,EVAL,Error,Collocation
W_I_F_BYL_BR_6,BYL_BR,W,L2,BR,PT,[GLCLC text removed],适合,EVAL,Error,Non-dui-construction
W_I_F_JML_KR_2,JML_KR,W,L2,KR,KR,[GLCLC text removed],熟悉,EVAL,Error,Non-dui-construction
S_I_F_JDYI_KR+I_,JDYI_KR,S,L2,KR,KR,[GLCLC text removed],适当,EVAL,Error,Collocation
S_I_M_WYMU_SD_3,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],重要,EVAL,Error,Non-dui-construction
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],问,DA,Error,Collocation
S_I_F_MZY_KR_2,MZY_KR,S,L2,KR,KR,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
W_I_F_LXHU_KR_6,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
W_I_F_TKQX_JP_1,TKQX_JP,W,L2,JP,JP,[GLCLC text removed],难忘,EVAL,Error,Non-dui-construction
S_I_M_ZLO_RU_2+I,ZLO_RU,S,L2,RU,RU,[GLCLC text removed],方便,EVAL,Error,Non-dui-construction
W_I_F_JYU_KZ_1,JYU_KZ,W,L2,KZ,TK,[GLCLC text removed],麻烦,EVAL,Error,Non-dui-construction
S_I_F_JHXI_KR_4,JHXI_KR,S,L2,KR,KR,[GLCLC text removed],*,ABT,Error,Uncodable
W_A_M_XT_UZ_2,XT_UZ,W,L3,UZ,TK,[GLCLC text removed],*,MS,Error,Omission
W_A_F_KLN_RU_5,KLN_RU,W,L3,RU,RU,[GLCLC text removed],*,MS,Error,Omission
S_A_F_LZG_KR,LZG_KR,S,L3,KR,KR,[GLCLC text removed],不好意思,MS,Error,Omission
W_A_F_TLL_UA_3,TLL_UA,W,L3,UA,Other,[GLCLC text removed],举行,DA,Error,Collocation
W_A_F_JDHN_KR,JDHN_KR,W,L3,KR,KR,[GLCLC text removed],关心,DA,Error,Omission
W_A_F_JJB_KR_2,JJB_KR,W,L3,KR,KR,[GLCLC text removed],关心,DISP,Error,Collocation
W_A_F_JDYA_KR,JDYA_KR,W,L3,KR,KR,[GLCLC text removed],关心,DISP,Error,Collocation
W_A_M_CYJ_KR_1,CYJ_KR,W,L3,KR,KR,[GLCLC text removed],关心,DISP,Error,Collocation
W_A_F_LMR_TH_4,LMR_TH,W,L3,TH,TH,[GLCLC text removed],印象,MS,Error,Non-dui-construction
W_A_F_LMR_TH_4,LMR_TH,W,L3,TH,TH,[GLCLC text removed],印象,MS,Error,Non-dui-construction
W_A_F_ZSYI_TH_3,ZSYI_TH,W,L3,TH,TH,[GLCLC text removed],友善,DISP,Error,Insertion
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],发下,DA,Error,Collocation
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],受到,MS,Error,Uncodable
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],受到,DA,Error,Non-dui-construction
W_A_F_CXZ_TH_5,CXZ_TH,W,L3,TH,TH,[GLCLC text removed],善良,DISP,Error,Collocation
W_A_F_LHYA_TH_5,LHYA_TH,W,L3,TH,TH,[GLCLC text removed],有,EVAL,Error,Word-Order
W_A_F_ASL_KZ_4,ASL_KZ,W,L3,KZ,TK,[GLCLC text removed],建,SI,Error,Collocation
W_A_M_FLUS_RU_4,FLUS_RU,W,L3,RU,RU,[GLCLC text removed],怎么样,DISP,Error,Non-dui-construction
W_A_F_LMR_TH_4,LMR_TH,W,L3,TH,TH,[GLCLC text removed],感觉,MS,Error,Non-dui-construction
W_A_F_QYX_KR_3,QYX_KR,W,L3,KR,KR,[GLCLC text removed],感觉,MS,Error,Collocation
W_A_F_WLN_KZ_3,WLN_KZ,W,L3,KZ,TK,[GLCLC text removed],建立,DA,Error,Non-dui-construction
W_A_F_JXA_KR_1,JXA_KR,W,L3,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_A_M_JBY_KR_1,JBY_KR,W,L3,KR,KR,[GLCLC text removed],改变,SI,Error,Collocation
W_A_F_JXZI_KR,JXZI_KR,W,L3,KR,KR,[GLCLC text removed],改变,DA,Error,Non-dui-construction
W_A_M_AJX_KR_10,AJX_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,Error,Collocation
W_A_F_LYM_KR,LYM_KR,W,L3,KR,KR,[GLCLC text removed],树立,MS,Error,Non-dui-construction
S_A_F_MQH_VN,MQH_VN,S,L3,VN,VN,[GLCLC text removed],比,DA,Error,Non-dui-construction
W_A_F_LYM_KR,LYM_KR,W,L3,KR,KR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
W_A_F_ZEH_KR,ZEH_KR,W,L3,KR,KR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
W_A_F_RBZ_VN_3,RBZ_VN,W,L3,VN,VN,[GLCLC text removed],*,ABT,Error,Omission
W_A_M_WHY_TH_1,WHY_TH,W,L3,TH,TH,[GLCLC text removed],道歉,DA,Error,Collocation
S_A_M_ZCY_KR_2,ZCY_KR,S,L3,KR,KR,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
W_A_M_AKH_UZ,AKH_UZ,W,L3,UZ,TK,[GLCLC text removed],尴尬,EVAL,Error,Non-dui-construction
W_A_F_JMT_KR_1,JMT_KR,W,L3,KR,KR,[GLCLC text removed],可信,EVAL,Error,Non-dui-construction
W_A_F_PSH_KR_5,PSH_KR,W,L3,KR,KR,[GLCLC text removed],合,EVAL,Error,Collocation
W_A_F_AM_GN_1,AM_GN,W,L3,GN,EN,[GLCLC text removed],复杂,EVAL,Error,Non-dui-construction
S_A_F_JZHX_KR_2,JZHX_KR,S,L3,KR,KR,[GLCLC text removed],好,EVAL,Error,Omission
W_A_F_QYX_KR_1,QYX_KR,W,L3,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_A_F_JZHX_KR_3,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],做,EVAL,Error,Uncodable
W_A_F_CXZ_TH_5,CXZ_TH,W,L3,TH,TH,[GLCLC text removed],惊讶,MS,Error,Non-dui-construction
S_A_F_ZSY_TH_3,ZSY_TH,S,L3,TH,TH,[GLCLC text removed],有,MS,Error,Non-dui-construction
W_A_F_JZHX_KR_2,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],有,EVAL,Error,Collocation
W_A_F_JZHX_KR_4,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],看起来,EVAL,Error,Non-dui-construction
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,EVAL,Error,Collocation
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,EVAL,Error,Collocation
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,EVAL,Error,Collocation
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,EVAL,Error,Collocation
W_A_M_FLUS_RU_5,FLUS_RU,W,L3,RU,RU,[GLCLC text removed],符合,EVAL,Error,Collocation
S_A_F_LZG_KR,LZG_KR,S,L3,KR,KR,[GLCLC text removed],适合,EVAL,Error,Collocation
W_A_M_SMR_TH_4,SMR_TH,W,L3,TH,TH,[GLCLC text removed],适合,EVAL,Error,Collocation
W_A_F_ZEH_KR,ZEH_KR,W,L3,KR,KR,[GLCLC text removed],陌生,EVAL,Error,Non-dui-construction
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],需要,EVAL,Error,Non-dui-construction
S_A_F_AYD_KG,AYD_KG,S,L3,KG,TK,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
S_A_M_BL_CL_2,BL_CL,S,L3,CL,ES,[GLCLC text removed],吃,ABT,Error,Non-dui-construction
S_A_M_DL_TG_5,DL_TG,S,L3,TG,EN,[GLCLC text removed],一样,ABT,Error,Non-dui-construction
S_A_M_DBL_BF_2,DBL_BF,S,L3,BF,FR,[GLCLC text removed],一样,ABT,Error,Non-dui-construction
W_A_F_LJ_RU_3,LJ_RU,W,L3,RU,RU,[GLCLC text removed],乏味,MS,Error,Omission
W_A_F_JXY_KR_3,JXY_KR,W,L3,KR,KR,[GLCLC text removed],产生,MS,Error,Word-Order
W_A_F_TLL_UA_1,TLL_UA,W,L3,UA,Other,[GLCLC text removed],产生,MS,Error,Insertion
W_A_F_LJ_RU_3,LJ_RU,W,L3,RU,RU,[GLCLC text removed],产生,MS,Error,Non-dui-construction
W_A_M_HSHU_ID_1,HSHU_ID,W,L3,ID,Other,[GLCLC text removed],健康,EVAL,Error,Collocation
W_A_M_ZYK_VE_6,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],取得,EVAL,Error,Collocation
W_A_F_XMX_KR_3,XMX_KR,W,L3,KR,KR,[GLCLC text removed],变,ABT,Error,Uncodable
W_A_F_JMZJ_KR,JMZJ_KR,W,L3,KR,KR,[GLCLC text removed],合适,EVAL,Error,Collocation
W_A_F_RHF_VN_4,RHF_VN,W,L3,VN,VN,[GLCLC text removed],合适,EVAL,Error,Collocation
W_A_F_LY_SK_3,LY_SK,W,L3,SK,Other,[GLCLC text removed],*,MS,Error,Omission
S_A_M_HH_SD_5,HH_SD,S,L3,SD,AR,[GLCLC text removed],影响,EVAL,Error,Word-Order
W_A_F_PYT_KR,PYT_KR,W,L3,KR,KR,[GLCLC text removed],好,MS,Error,Uncodable
W_A_F_SNME_KR_1,SNME_KR,W,L3,KR,KR,[GLCLC text removed],学,ABT,Error,Non-dui-construction
S_A_F_QYX_KR_1,QYX_KR,S,L3,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_A_F_YESE_KZ_2,YESE_KZ,W,L3,KZ,TK,[GLCLC text removed],开,DA,Error,Collocation
W_A_F_SZYA_KR,SZYA_KR,W,L3,KR,KR,[GLCLC text removed],知道,MS,Error,Collocation
W_A_M_ZYK_VE_7,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],有,MS,Error,Insertion
W_A_F_SJNS_JP_1,SJNS_JP,W,L3,JP,JP,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_NG_KZ_6,NG_KZ,W,L3,KZ,TK,[GLCLC text removed],*,ABT,Error,Collocation
W_A_M_BCW_KR_2,BCW_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_BCW_KR_2,BCW_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_FLUS_RU_1,FLUS_RU,W,L3,RU,RU,[GLCLC text removed],有,MS,Error,Insertion
W_A_F_DBYYM_JP_2,DBYYM_JP,W,L3,JP,JP,[GLCLC text removed],新奇,MS,Error,Omission
S_A_M_HH_SD_2,HH_SD,S,L3,SD,AR,[GLCLC text removed],无关,ABT,Error,Non-dui-construction
W_A_F_PYT_KR,PYT_KR,W,L3,KR,KR,[GLCLC text removed],好,ABT,Error,Non-dui-construction
S_A_M_DL_TG_5,DL_TG,S,L3,TG,EN,[GLCLC text removed],有,ABT,Error,Word-Order
W_A_F_WSNA_KR_2,WSNA_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,Error,Collocation
W_A_F_JXZI_KR,JXZI_KR,W,L3,KR,KR,[GLCLC text removed],有,EVAL,Error,Word-Order
W_A_M_XT_UZ_3,XT_UZ,W,L3,UZ,TK,[GLCLC text removed],有,MS,Error,Omission
W_A_M_FML_TH_3,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,EVAL,Error,Collocation
W_A_M_AIMA_AZ_1,AIMA_AZ,W,L3,AZ,TK,[GLCLC text removed],有,EVAL,Error,Omission
S_A_F_LSJ_KR,LSJ_KR,S,L3,KR,KR,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_ZHX_VE_1,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_ZHX_VE_3,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_FML_TH_1,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_FML_TH_1,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_JTJ_KR,JTJ_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,Error,Insertion
W_A_F_SJNS_JP_1,SJNS_JP,W,L3,JP,JP,[GLCLC text removed],有,MS,Error,Insertion
W_A_F_LQQ_TH_2,LQQ_TH,W,L3,TH,TH,[GLCLC text removed],有,MS,Error,Insertion
W_A_F_CQH_VN_8,CQH_VN,W,L3,VN,VN,[GLCLC text removed],有,MS,Error,Insertion
W_A_F_CQH_VN_7,CQH_VN,W,L3,VN,VN,[GLCLC text removed],有,MS,Error,Insertion
W_A_F_CQH_VN_7,CQH_VN,W,L3,VN,VN,[GLCLC text removed],有,MS,Error,Insertion
W_A_M_FML_TH_3,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,MS,Error,Insertion
S_A_F_AM_GN_2,AM_GN,S,L3,GN,EN,[GLCLC text removed],有,MS,Error,Collocation
W_A_F_LZHY_KR_1,LZHY_KR,W,L3,KR,KR,[GLCLC text removed],有,ABT,Error,Non-dui-construction
W_A_F_JMZJ_KR,JMZJ_KR,W,L3,KR,KR,[GLCLC text removed],有,ABT,Error,Non-dui-construction
S_A_M_DBL_BF_5,DBL_BF,S,L3,BF,FR,[GLCLC text removed],有,ABT,Error,Non-dui-construction
S_A_M_DBL_BF_5,DBL_BF,S,L3,BF,FR,[GLCLC text removed],有,ABT,Error,Non-dui-construction
W_A_M_YK_TR_1,YK_TR,W,L3,TR,TK,[GLCLC text removed],有,MS,Error,Non-dui-construction
W_A_F_MCWX_JP_1,MCWX_JP,W,L3,JP,JP,[GLCLC text removed],有,ABT,Error,Non-dui-construction
W_A_F_HJQ_TH_5,HJQ_TH,W,L3,TH,TH,[GLCLC text removed],热烈,MS,Error,Uncodable
W_A_F_JQZ_KR_5,JQZ_KR,W,L3,KR,KR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
S_A_F_ANJ_MN,ANJ_MN,S,L3,MN,Other,[GLCLC text removed],破坏,EVAL,Error,Collocation
W_A_F_TLL_UA_3,TLL_UA,W,L3,UA,Other,[GLCLC text removed],站,ABT,Error,Non-dui-construction
S_A_M_LTK_KR,LTK_KR,S,L3,KR,KR,[GLCLC text removed],适合,EVAL,Error,Collocation
W_A_F_LYN_RU_1,LYN_RU,W,L3,RU,RU,[GLCLC text removed],适合,EVAL,Error,Collocation
W_A_M_CMC_KR_2,CMC_KR,W,L3,KR,KR,[GLCLC text removed],麻烦,EVAL,Error,Non-dui-construction
W_A_M_HLI_CO_2,HLI_CO,W,L3,CO,ES,[GLCLC text removed],有,ABT,Error,Uncodable
W_A_M_HLI_CO_2,HLI_CO,W,L3,CO,ES,[GLCLC text removed],有,ABT,Error,Uncodable
W_A_F_XEY_MM_6,XEY_MM,W,L3,MM,Other,[GLCLC text removed],相会,DA,Error,Non-dui-construction
W_I_M_LIF_RU_2,LIF_RU,W,L2,RU,RU,[GLCLC text removed],引起,MS,Error,Non-dui-construction
